id,Name,Resident-Visitors-Total,Resident-Visits-Total,Resident-Visits-Per-Visitor,Resident-Visitors-Percent,Resident-Visits-Percent,Resident-Visits-Per-Visitor-Percent,Tourist-Visitors-Total,Tourist-Visits-Total,Tourist-Visits-Per-Visitor,Tourist-Visitors-Percent,Tourist-Visits-Percent,Tourist-Visits-Per-Visitor-Percent,Net-Visitors-Percent,Net-Visits-Percent,Net-Visits-Per-Visitor-Percent,Difference
447,447,1203,2276,1.891936825,0.000441612,0.000580094,0.002099833,968,1143,1.180785124,0.000425194,0.0004503,0.001739401,1.64E-05,0.000129794,0.000360433,-0.331383445
448,448,2950,4863,1.648474576,0.001082922,0.001239455,0.001829618,1167,1351,1.157669237,0.000512604,0.000532245,0.001705349,0.000570317,0.00070721,0.000124269,-0.56517541
449,449,1913,2893,1.51228437,0.000702247,0.000737352,0.001678463,1025,1156,1.127804878,0.000450231,0.000455422,0.001661356,0.000252016,0.00028193,1.71E-05,-0.428994814
450,450,810,1074,1.325925926,0.000297345,0.000273735,0.001471626,1158,1199,1.035405872,0.000508651,0.000472362,0.001525244,-0.000211306,-0.000198627,-5.36E-05,0.054993401
451,451,2176,4099,1.883731618,0.000798792,0.00104473,0.002090727,1285,1513,1.177431907,0.000564436,0.000596067,0.001734461,0.000234357,0.000448664,0.000356265,-0.460798289
452,452,3076,4843,1.574447334,0.001129175,0.001234357,0.001747456,1328,1497,1.127259036,0.000583323,0.000589763,0.001660552,0.000545852,0.000644594,8.69E-05,-0.527760252
453,453,1925,3078,1.598961039,0.000706652,0.000784504,0.001774664,1066,1247,1.169793621,0.00046824,0.000491273,0.001723209,0.000238412,0.000293231,5.15E-05,-0.423352601
454,454,3159,4788,1.515669516,0.001159644,0.001220339,0.00168222,2076,2351,1.132466281,0.000911882,0.000926208,0.001668223,0.000247762,0.000294131,1.40E-05,-0.341364337
455,455,625,827,1.3232,0.000229433,0.000210781,0.001468601,1220,1240,1.016393443,0.000535884,0.000488515,0.001497237,-0.000306452,-0.000277734,-2.86E-05,0.199806483
456,456,3101,4691,1.512737827,0.001138353,0.001195616,0.001678966,2059,2329,1.131131617,0.000904415,0.000917541,0.001666257,0.000233938,0.000278075,1.27E-05,-0.336467236
457,457,1970,3429,1.740609137,0.000723171,0.000873965,0.001931877,1111,1282,1.153915392,0.000488006,0.000505061,0.001699819,0.000235165,0.000368903,0.000232058,-0.455741881
458,458,1044,1604,1.536398467,0.000383244,0.000408819,0.001705227,520,575,1.105769231,0.00022841,0.000226529,0.001628896,0.000154834,0.00018229,7.63E-05,-0.47223497
459,459,2789,4262,1.528146289,0.00102382,0.001086275,0.001696068,1696,1858,1.095518868,0.000744967,0.000731984,0.001613796,0.000278853,0.000354291,8.23E-05,-0.392810458
460,460,670,1135,1.694029851,0.000245952,0.000289283,0.001880179,497,612,1.23138833,0.000218307,0.000241106,0.001813944,2.76E-05,4.82E-05,6.62E-05,-0.299370349
461,461,1483,2139,1.442346595,0.000544398,0.000545177,0.00160084,2302,2426,1.053866203,0.001011153,0.000955756,0.001552438,-0.000466755,-0.000410579,4.84E-05,0.06286966
462,462,2916,4704,1.613168724,0.001070441,0.00119893,0.001790433,1797,2048,1.13967724,0.000789332,0.000806837,0.001678845,0.000281109,0.000392092,0.000111588,-0.393364929
463,463,710,828,1.166197183,0.000260635,0.000211036,0.001294345,748,776,1.037433155,0.000328559,0.000305716,0.001528231,-6.79E-05,-9.47E-05,-0.000233885,-0.032418953
464,464,3491,6229,1.784302492,0.001281519,0.001587613,0.001980372,1701,2054,1.207524985,0.000747164,0.000809201,0.001778791,0.000534355,0.000778412,0.000201581,-0.504044428
465,465,890,1477,1.659550562,0.000326712,0.00037645,0.001841911,472,530,1.122881356,0.000207326,0.000208801,0.001654103,0.000119386,0.000167649,0.000187808,-0.47184853
466,466,841,1325,1.575505351,0.000308724,0.000337709,0.001748631,804,849,1.055970149,0.000353157,0.000334475,0.001555537,-4.44E-05,3.23E-06,0.000193093,-0.218951242
467,467,2767,4308,1.556920853,0.001015744,0.001097999,0.001728004,1730,1953,1.128901734,0.000759902,0.000769411,0.001662972,0.000255842,0.000328588,6.50E-05,-0.376137997
468,468,1267,2353,1.857142857,0.000465106,0.00059972,0.002061216,765,913,1.193464052,0.000336026,0.000359689,0.001758078,0.00012908,0.000240031,0.000303138,-0.440906307
469,469,320,525,1.640625,0.000117469,0.000133809,0.001820906,112,139,1.241071429,4.92E-05,5.48E-05,0.001828208,6.83E-05,7.90E-05,-7.30E-06,-0.581325301
470,470,1931,3029,1.568617297,0.000708855,0.000772015,0.001740986,1124,1284,1.142348754,0.000493717,0.000505849,0.001682781,0.000215138,0.000266166,5.82E-05,-0.404590772
471,471,1933,3112,1.609932747,0.000709589,0.000793169,0.001786841,1860,2143,1.152150538,0.000817004,0.000844264,0.001697219,-0.000107415,-5.11E-05,8.96E-05,-0.184395814
472,472,2821,5307,1.881247784,0.001035567,0.001352619,0.00208797,1619,1870,1.155033972,0.000711145,0.000736712,0.001701467,0.000324422,0.000615907,0.000386503,-0.478890901
473,473,1524,1993,1.307742782,0.000559448,0.000507965,0.001451445,1437,1550,1.078636047,0.000631202,0.000610643,0.001588926,-7.18E-05,-0.000102679,-0.000137481,-0.125035281
474,474,924,1144,1.238095238,0.000339193,0.000291576,0.001374144,1041,1121,1.076849183,0.000457259,0.000441633,0.001586294,-0.000118066,-0.000150057,-0.00021215,-0.010154525
475,475,183,207,1.131147541,6.72E-05,5.28E-05,0.001255444,202,217,1.074257426,8.87E-05,8.55E-05,0.001582476,-2.16E-05,-3.27E-05,-0.000327032,0.023584906
476,476,3889,5970,1.535098997,0.001427621,0.001521601,0.001703784,2096,2494,1.189885496,0.000920667,0.000982545,0.001752806,0.000506954,0.000539056,-4.90E-05,-0.410680529
477,477,1090,1252,1.148623853,0.00040013,0.000319103,0.001274841,1150,1198,1.04173913,0.000505137,0.000471968,0.001534574,-0.000105007,-0.000152865,-0.000259733,-0.022040816
478,478,1261,1759,1.394924663,0.000462903,0.000448324,0.001548207,681,751,1.102790015,0.000299129,0.000295867,0.001624507,0.000163774,0.000152458,-7.63E-05,-0.401593625
479,479,1018,1293,1.270137525,0.0003737,0.000329553,0.001409707,1005,1136,1.130348259,0.000441446,0.000447543,0.001665103,-6.77E-05,-0.00011799,-0.000255395,-0.064635653
480,480,1049,1421,1.354623451,0.00038508,0.000362177,0.001503477,916,966,1.054585153,0.000402353,0.000380569,0.001553497,-1.73E-05,-1.84E-05,-5.00E-05,-0.190615836
481,481,2263,3080,1.361025188,0.000830729,0.000785013,0.001510582,1812,1919,1.059050773,0.00079592,0.000756016,0.001560075,3.48E-05,2.90E-05,-4.95E-05,-0.232246449
482,482,4022,5953,1.480109398,0.001476444,0.001517268,0.001642752,2599,2994,1.151981531,0.00114161,0.001179527,0.00169697,0.000334835,0.000337741,-5.42E-05,-0.330725383
483,483,2126,3385,1.59219191,0.000780438,0.00086275,0.001767151,1162,1274,1.096385542,0.000510408,0.00050191,0.001615073,0.00027003,0.000360841,0.000152078,-0.453101524
484,484,2130,2960,1.389671362,0.000781906,0.000754428,0.001542376,1127,1253,1.111801242,0.000495034,0.000493636,0.001637781,0.000286872,0.000260792,-9.54E-05,-0.40517446
485,485,939,1334,1.420660277,0.000344699,0.000340003,0.00157677,604,667,1.104304636,0.000265307,0.000262774,0.001626738,7.94E-05,7.72E-05,-5.00E-05,-0.333333333
486,486,707,1247,1.763790665,0.000259534,0.000317828,0.001957606,466,500,1.072961373,0.00020469,0.000196982,0.001580567,5.48E-05,0.000120847,0.000377039,-0.427590155
487,487,1627,5469,3.361401352,0.000597259,0.001393909,0.003730771,1378,1457,1.057329463,0.000605286,0.000574005,0.00155754,-8.03E-06,0.000819904,0.002173231,-0.579266532
488,488,658,981,1.490881459,0.000241547,0.000250032,0.001654708,317,344,1.085173502,0.000139242,0.000135523,0.001598556,0.000102304,0.000114508,5.62E-05,-0.480754717
489,489,1123,1637,1.457702582,0.000412244,0.00041723,0.001617883,964,1051,1.090248963,0.000423437,0.000414056,0.001606033,-1.12E-05,3.17E-06,1.19E-05,-0.218005952
490,490,546,815,1.492673993,0.000200432,0.000207723,0.001656697,657,748,1.138508371,0.000288587,0.000294685,0.001677123,-8.82E-05,-8.70E-05,-2.04E-05,-0.042866283
491,491,1766,2462,1.394110985,0.000648285,0.000627501,0.001547304,1531,1745,1.139777923,0.000672491,0.000687466,0.001678993,-2.42E-05,-6.00E-05,-0.00013169,-0.170430235
492,492,2038,3100,1.521099117,0.000748134,0.000790111,0.001688246,1049,1188,1.13250715,0.000460773,0.000468029,0.001668283,0.000287361,0.000322082,2.00E-05,-0.445895522
493,493,334,503,1.505988024,0.000122609,0.000128202,0.001671474,307,332,1.081433225,0.00013485,0.000130796,0.001593047,-1.22E-05,-2.59E-06,7.84E-05,-0.204790419
494,494,628,822,1.308917197,0.000230534,0.000209507,0.001452748,492,560,1.138211382,0.000216111,0.00022062,0.001676686,1.44E-05,-1.11E-05,-0.000223937,-0.189580318
495,495,1084,1640,1.512915129,0.000397928,0.000417994,0.001679163,1057,1100,1.040681173,0.000464287,0.00043336,0.001533015,-6.64E-05,-1.54E-05,0.000146147,-0.197080292
496,496,1656,2637,1.592391304,0.000607905,0.000672104,0.001767372,883,996,1.12797282,0.000387857,0.000392388,0.001661604,0.000220047,0.000279716,0.000105769,-0.451692816
497,497,3794,6950,1.831839747,0.001392747,0.001771378,0.002033133,1980,2347,1.185353535,0.000869714,0.000924632,0.00174613,0.000523033,0.000846745,0.000287002,-0.495105948
498,498,205,242,1.180487805,7.53E-05,6.17E-05,0.001310206,240,268,1.116666667,0.00010542,0.000105582,0.001644949,-3.02E-05,-4.39E-05,-0.000334742,0.050980392
499,499,2662,3670,1.37866266,0.000977199,0.000935389,0.001530158,1459,1617,1.108293352,0.000640865,0.000637039,0.001632614,0.000336334,0.00029835,-0.000102456,-0.388310951
500,500,1126,1326,1.177619893,0.000413346,0.000337964,0.001307023,1288,1386,1.076086957,0.000565753,0.000546033,0.001585171,-0.000152408,-0.00020807,-0.000278148,0.022123894
501,501,1488,2262,1.52016129,0.000546233,0.000576526,0.001687205,935,1079,1.154010695,0.000410698,0.000425087,0.00169996,0.000135535,0.000151439,-1.28E-05,-0.354085603
502,502,617,968,1.568881686,0.000226496,0.000246718,0.001741279,626,674,1.076677316,0.00027497,0.000265531,0.001586041,-4.85E-05,-1.88E-05,0.000155238,-0.179049939
503,503,219,381,1.739726027,8.04E-05,9.71E-05,0.001930897,80,84,1.05,3.51E-05,3.31E-05,0.001546743,4.53E-05,6.40E-05,0.000384154,-0.638709677
504,504,1478,2405,1.627198917,0.000542562,0.000612973,0.001806005,689,783,1.136429608,0.000302643,0.000308473,0.001674061,0.000239919,0.0003045,0.000131944,-0.508782936
505,505,811,1213,1.49568434,0.000297712,0.000309163,0.001660039,611,650,1.063829787,0.000268381,0.000256076,0.001567115,2.93E-05,5.31E-05,9.29E-05,-0.302200751
506,506,584,1014,1.73630137,0.000214382,0.000258443,0.001927096,515,544,1.05631068,0.000226214,0.000214316,0.001556039,-1.18E-05,4.41E-05,0.000371057,-0.301668806
507,507,322,357,1.108695652,0.000118204,9.10E-05,0.001230525,328,360,1.097560976,0.000144074,0.000141827,0.001616804,-2.59E-05,-5.08E-05,-0.000386279,0.0041841
508,508,346,466,1.346820809,0.000127014,0.000118772,0.001494817,299,308,1.030100334,0.000131336,0.000121341,0.001517429,-4.32E-06,-2.57E-06,-2.26E-05,-0.204134367
509,509,318,416,1.308176101,0.000116735,0.000106028,0.001451926,459,469,1.021786492,0.000201616,0.000184769,0.001505182,-8.49E-05,-7.87E-05,-5.33E-05,0.059887006
510,510,357,492,1.378151261,0.000131052,0.000125398,0.00152959,283,336,1.187279152,0.000124308,0.000132372,0.001748967,6.74E-06,-6.97E-06,-0.000219377,-0.188405797
511,511,564,644,1.141843972,0.00020704,0.000164139,0.001267316,855,890,1.040935673,0.000375558,0.000350628,0.00153339,-0.000168518,-0.000186488,-0.000266074,0.160365059
512,512,646,774,1.198142415,0.000237141,0.000197273,0.001329801,672,697,1.037202381,0.000295176,0.000274593,0.001527891,-5.80E-05,-7.73E-05,-0.00019809,-0.052345343
513,513,630,742,1.177777778,0.000231268,0.000189117,0.001307199,572,578,1.01048951,0.000251251,0.000227711,0.00148854,-2.00E-05,-3.86E-05,-0.000181342,-0.124242424
514,514,430,908,2.111627907,0.00015785,0.000231426,0.002343665,334,364,1.089820359,0.000146709,0.000143403,0.001605402,1.11E-05,8.80E-05,0.000738264,-0.427672956
515,515,611,953,1.559738134,0.000224293,0.000242895,0.001731131,258,317,1.228682171,0.000113326,0.000124886,0.001809957,0.000110967,0.000118009,-7.88E-05,-0.500787402
516,516,542,866,1.597785978,0.000198964,0.000220721,0.00177336,956,984,1.029288703,0.000419923,0.00038766,0.001516233,-0.000220959,-0.000166939,0.000257127,0.063783784
517,517,851,1248,1.466509988,0.000312395,0.000318083,0.001627658,667,693,1.03898051,0.000292979,0.000273017,0.00153051,1.94E-05,4.51E-05,9.71E-05,-0.285935085
518,518,1488,2237,1.503360215,0.000546233,0.000570154,0.001668558,1247,1396,1.119486768,0.000547744,0.000549973,0.001649103,-1.51E-06,2.02E-05,1.95E-05,-0.231489127
519,519,1643,2391,1.45526476,0.000603132,0.000609405,0.001615177,1377,1528,1.109658678,0.000604847,0.000601976,0.001634625,-1.71E-06,7.43E-06,-1.94E-05,-0.220209237
520,520,458,652,1.423580786,0.000168128,0.000166178,0.001580012,480,540,1.125,0.00021084,0.00021274,0.001657224,-4.27E-05,-4.66E-05,-7.72E-05,-0.093959732
521,521,1183,1367,1.155536771,0.00043427,0.000348413,0.001282514,1016,1077,1.06003937,0.000446278,0.000424299,0.001561532,-1.20E-05,-7.59E-05,-0.000279018,-0.118657938
522,522,919,1108,1.205658324,0.000337358,0.000282401,0.001338143,1215,1270,1.04526749,0.000533688,0.000500334,0.001539771,-0.000196331,-0.000217933,-0.000201628,0.068124474
523,523,731,1330,1.819425445,0.000268344,0.000338983,0.002019354,568,633,1.11443662,0.000249494,0.000249379,0.001641663,1.89E-05,8.96E-05,0.000377691,-0.355068772
524,524,185,222,1.2,6.79E-05,5.66E-05,0.001331863,207,210,1.014492754,9.09E-05,8.27E-05,0.001494437,-2.30E-05,-2.62E-05,-0.000162575,-0.027777778
525,525,341,563,1.651026393,0.000125178,0.000143494,0.00183245,193,220,1.139896373,8.48E-05,8.67E-05,0.001679168,4.04E-05,5.68E-05,0.000153282,-0.438058748
526,526,1063,1308,1.230479774,0.000390219,0.000333376,0.001365692,966,1029,1.065217391,0.000424315,0.000405388,0.001569159,-3.41E-05,-7.20E-05,-0.000203467,-0.119383825
527,527,119,159,1.336134454,4.37E-05,4.05E-05,0.001482956,55,55,1,2.42E-05,2.17E-05,0.001473088,1.95E-05,1.89E-05,9.87E-06,-0.485981308
528,528,3052,5192,1.701179554,0.001120365,0.001323308,0.001888115,1556,1929,1.239717224,0.000683472,0.000759956,0.001826213,0.000436893,0.000563353,6.19E-05,-0.45822216
529,529,126,292,2.317460317,4.63E-05,7.44E-05,0.002572116,47,52,1.106382979,2.06E-05,2.05E-05,0.0016298,2.56E-05,5.39E-05,0.000942316,-0.697674419
530,530,549,864,1.573770492,0.000201534,0.000220212,0.001746705,333,375,1.126126126,0.00014627,0.000147736,0.001658883,5.53E-05,7.25E-05,8.78E-05,-0.394673123
531,531,367,440,1.198910082,0.000134723,0.000112145,0.001330653,532,587,1.103383459,0.000233681,0.000231257,0.001625381,-9.90E-05,-0.000119112,-0.000294728,0.143135346
532,532,583,678,1.162950257,0.000214015,0.000172805,0.001290742,337,354,1.050445104,0.000148027,0.000139463,0.001547398,6.60E-05,3.33E-05,-0.000256657,-0.313953488
533,533,356,392,1.101123596,0.000130685,9.99E-05,0.001222121,300,304,1.013333333,0.000131775,0.000119765,0.001492729,-1.09E-06,-1.99E-05,-0.000270608,-0.126436782
534,534,481,522,1.085239085,0.000176571,0.000133044,0.001204491,771,789,1.023346304,0.000338661,0.000310837,0.001507479,-0.00016209,-0.000177793,-0.000302988,0.203661327
535,535,917,1020,1.112322792,0.000336623,0.000259972,0.001234551,1721,1754,1.019174898,0.000755949,0.000691012,0.001501335,-0.000419325,-0.00043104,-0.000266784,0.264599856
536,536,456,545,1.195175439,0.000167394,0.000138907,0.001326508,542,553,1.020295203,0.000238073,0.000217862,0.001502985,-7.07E-05,-7.90E-05,-0.000176477,0.007285974
537,537,334,497,1.488023952,0.000122609,0.000126673,0.001651536,369,374,1.013550136,0.000162083,0.000147342,0.001493049,-3.95E-05,-2.07E-05,0.000158488,-0.141216992
538,538,270,332,1.22962963,9.91E-05,8.46E-05,0.001364748,387,398,1.028423773,0.00016999,0.000156797,0.001514959,-7.09E-05,-7.22E-05,-0.000150211,0.090410959
539,539,184,251,1.364130435,6.75E-05,6.40E-05,0.001514029,138,139,1.007246377,6.06E-05,5.48E-05,0.001483763,6.93E-06,9.21E-06,3.03E-05,-0.287179487
540,540,389,541,1.390745501,0.000142799,0.000137887,0.001543568,165,189,1.145454545,7.25E-05,7.45E-05,0.001687356,7.03E-05,6.34E-05,-0.000143787,-0.482191781
541,541,172,261,1.51744186,6.31E-05,6.65E-05,0.001684187,67,86,1.28358209,2.94E-05,3.39E-05,0.00189083,3.37E-05,3.26E-05,-0.000206643,-0.504322767
542,542,479,595,1.24217119,0.000175837,0.00015165,0.001378668,610,626,1.026229508,0.000267942,0.000246621,0.001511727,-9.21E-05,-9.50E-05,-0.000133059,0.025389025
543,543,571,745,1.304728546,0.00020961,0.000189881,0.001448099,406,422,1.039408867,0.000178335,0.000166253,0.001531141,3.13E-05,2.36E-05,-8.30E-05,-0.276778063
544,544,316,350,1.107594937,0.000116001,8.92E-05,0.001229304,396,422,1.065656566,0.000173943,0.000166253,0.001569806,-5.79E-05,-7.70E-05,-0.000340503,0.093264249
545,545,304,386,1.269736842,0.000111596,9.84E-05,0.001409263,187,194,1.037433155,8.21E-05,7.64E-05,0.001528231,2.95E-05,2.20E-05,-0.000118968,-0.331034483
546,546,374,544,1.454545455,0.000137292,0.000138652,0.001614379,224,280,1.25,9.84E-05,0.00011031,0.00184136,3.89E-05,2.83E-05,-0.000226981,-0.32038835
547,547,702,809,1.152421652,0.000257699,0.000206193,0.001279056,551,623,1.130671506,0.000242027,0.000245439,0.001665579,1.57E-05,-3.92E-05,-0.000386523,-0.129888268
548,548,86,98,1.139534884,3.16E-05,2.50E-05,0.001264753,63,71,1.126984127,2.77E-05,2.80E-05,0.001660147,3.90E-06,-2.99E-06,-0.000395394,-0.159763314
549,549,1259,1987,1.578236696,0.000462169,0.000506436,0.001751662,786,852,1.083969466,0.00034525,0.000335657,0.001596783,0.000116919,0.000170779,0.000154879,-0.399788658
550,550,410,470,1.146341463,0.000150508,0.000119791,0.001272308,471,484,1.027600849,0.000206887,0.000190678,0.001513747,-5.64E-05,-7.09E-05,-0.000241439,0.014675052
551,551,820,1025,1.25,0.000301016,0.000261246,0.001387357,832,875,1.051682692,0.000365456,0.000344718,0.001549221,-6.44E-05,-8.35E-05,-0.000161864,-0.078947368
552,552,690,1142,1.655072464,0.000253294,0.000291067,0.001836941,419,449,1.071599045,0.000184046,0.00017689,0.00157856,6.92E-05,0.000114177,0.000258381,-0.43557511
553,553,353,474,1.342776204,0.000129584,0.000120811,0.001490328,289,300,1.038062284,0.000126943,0.000118189,0.001529157,2.64E-06,2.62E-06,-3.88E-05,-0.224806202
554,554,358,495,1.382681564,0.000131419,0.000126163,0.001534618,266,271,1.018796992,0.00011684,0.000106764,0.001500778,1.46E-05,1.94E-05,3.38E-05,-0.292428198
555,555,206,255,1.237864078,7.56E-05,6.50E-05,0.001373888,359,373,1.038997214,0.000157691,0.000146948,0.001530535,-8.21E-05,-8.20E-05,-0.000156647,0.187898089
556,556,189,247,1.306878307,6.94E-05,6.30E-05,0.001450485,107,120,1.121495327,4.70E-05,4.73E-05,0.001652062,2.24E-05,1.57E-05,-0.000201576,-0.346049046
557,557,532,660,1.240601504,0.000195293,0.000168217,0.001376926,1037,1058,1.020250723,0.000455502,0.000416813,0.001502919,-0.000260209,-0.000248596,-0.000125994,0.231664726
558,558,183,190,1.038251366,6.72E-05,4.84E-05,0.00115234,178,181,1.016853933,7.82E-05,7.13E-05,0.001497916,-1.10E-05,-2.29E-05,-0.000345575,-0.02425876
559,559,637,706,1.108320251,0.000233838,0.000179941,0.001230109,1199,1220,1.017514595,0.00052666,0.000480636,0.001498889,-0.000292823,-0.000300694,-0.00026878,0.266874351
560,560,230,331,1.439130435,8.44E-05,8.44E-05,0.00159727,287,296,1.031358885,0.000126065,0.000116613,0.001519283,-4.16E-05,-3.22E-05,7.80E-05,-0.055821372
561,561,428,561,1.310747664,0.000157115,0.000142985,0.00145478,218,234,1.073394495,9.58E-05,9.22E-05,0.001581205,6.14E-05,5.08E-05,-0.000126425,-0.411320755
562,562,49,117,2.387755102,1.80E-05,2.98E-05,0.002650135,36,36,1,1.58E-05,1.42E-05,0.001473088,2.17E-06,1.56E-05,0.001177047,-0.529411765
563,563,32,33,1.03125,1.17E-05,8.41E-06,0.00114457,38,38,1,1.67E-05,1.50E-05,0.001473088,-4.94E-06,-6.56E-06,-0.000328519,0.070422535
564,564,87,117,1.344827586,3.19E-05,2.98E-05,0.001492605,48,53,1.104166667,2.11E-05,2.09E-05,0.001626535,1.09E-05,8.94E-06,-0.00013393,-0.376470588
565,565,686,783,1.141399417,0.000251825,0.000199567,0.001266823,760,786,1.034210526,0.00033383,0.000309655,0.001523483,-8.20E-05,-0.000110089,-0.000256661,0.001912046
566,566,1969,3062,1.555104114,0.000722804,0.000780426,0.001725988,930,1041,1.119354839,0.000408502,0.000410116,0.001648908,0.000314302,0.00037031,7.71E-05,-0.492566415
567,567,684,985,1.44005848,0.000251091,0.000251051,0.0015983,550,567,1.030909091,0.000241587,0.000223377,0.00151862,9.50E-06,2.77E-05,7.97E-05,-0.269329897
568,568,310,360,1.161290323,0.000113799,9.18E-05,0.001288899,213,217,1.018779343,9.36E-05,8.55E-05,0.001500752,2.02E-05,6.26E-06,-0.000211852,-0.247833622
569,569,744,1088,1.462365591,0.000273117,0.000277303,0.001623059,546,598,1.095238095,0.00023983,0.00023559,0.001613382,3.33E-05,4.17E-05,9.68E-06,-0.290628707
570,570,316,410,1.297468354,0.000116001,0.000104499,0.001440041,190,211,1.110526316,8.35E-05,8.31E-05,0.001635903,3.25E-05,2.14E-05,-0.000195862,-0.320450886
571,571,2900,3559,1.227241379,0.001064567,0.000907098,0.001362098,2352,2570,1.092687075,0.001033115,0.001012486,0.001609624,3.15E-05,-0.000105388,-0.000247527,-0.161364007
572,572,11596,16375,1.412124871,0.0042568,0.00417357,0.001567297,7011,7744,1.104549993,0.003079579,0.003050854,0.0016271,0.001177221,0.001122716,-5.98E-05,-0.357850657
573,573,7842,11309,1.442106605,0.002878736,0.002882375,0.001600573,5844,6416,1.097878166,0.002566975,0.00252767,0.001617271,0.000311762,0.000354705,-1.67E-05,-0.276050776
574,574,7870,12079,1.534815756,0.002889015,0.003078629,0.00170347,4707,5392,1.145527937,0.002067548,0.002124251,0.001687464,0.000821467,0.000954377,1.60E-05,-0.382748555
575,575,2343,3392,1.447716603,0.000860097,0.000864534,0.0016068,1398,1563,1.118025751,0.000614071,0.000615765,0.001646951,0.000246026,0.000248769,-4.02E-05,-0.369122099
576,576,6289,9493,1.509460964,0.002308642,0.002419523,0.001675329,3724,4146,1.113319012,0.001635765,0.001633373,0.001640017,0.000672877,0.000786151,3.53E-05,-0.392037539
577,577,5385,8224,1.5272052,0.001976791,0.002096088,0.001695023,2787,3282,1.177610334,0.001224189,0.001292988,0.001734724,0.000752602,0.000803099,-3.97E-05,-0.429515036
578,578,5483,7969,1.453401423,0.002012766,0.002031095,0.001613109,3031,3330,1.098647311,0.001331365,0.001311899,0.001618404,0.0006814,0.000719196,-5.30E-06,-0.410567307
579,579,4314,7357,1.70537784,0.001583635,0.001875112,0.001892774,3293,3782,1.148496811,0.001446449,0.00148997,0.001691837,0.000137186,0.000385141,0.000200937,-0.320944429
580,580,9087,12495,1.375041268,0.003335766,0.003184657,0.001526138,8017,8910,1.1113883,0.003521464,0.003510215,0.001637173,-0.000185698,-0.000325559,-0.000111035,-0.167484233
581,581,5902,8914,1.510335479,0.002166578,0.002271951,0.0016763,4149,4727,1.139310677,0.001822447,0.001862266,0.001678305,0.000344131,0.000409685,-2.01E-06,-0.306942306
582,582,5244,8157,1.555491991,0.001925031,0.002079011,0.001726418,3460,4204,1.215028902,0.001519804,0.001656223,0.001789845,0.000405227,0.000422788,-6.34E-05,-0.319796133
583,583,3711,5179,1.395580706,0.001362279,0.001319995,0.001548935,2757,3174,1.15125136,0.001211011,0.00125044,0.001695895,0.000151268,6.96E-05,-0.00014696,-0.240033521
584,584,3407,5925,1.739066628,0.001250683,0.001510131,0.001930165,1541,1778,1.153796236,0.000676884,0.000700467,0.001699644,0.000573799,0.000809664,0.000230521,-0.538361677
585,585,2229,3357,1.506056528,0.000818248,0.000855614,0.00167155,1165,1286,1.103862661,0.000511726,0.000506637,0.001626087,0.000306523,0.000348977,4.55E-05,-0.446047814
586,586,1870,2493,1.33315508,0.000686462,0.000635402,0.00147965,1349,1507,1.117123795,0.000592548,0.000593703,0.001645622,9.39E-05,4.17E-05,-0.000165972,-0.2465
587,587,4911,7749,1.577886378,0.001802789,0.001975022,0.001751273,2874,3411,1.186847599,0.001262403,0.00134381,0.001748331,0.000540386,0.000631213,2.94E-06,-0.388709677
588,588,2911,4315,1.482308485,0.001068605,0.001099783,0.001645193,1599,1787,1.117573483,0.00070236,0.000704013,0.001646284,0.000366245,0.000395771,-1.09E-06,-0.414290397
589,589,2848,4407,1.547401685,0.001045478,0.001123232,0.001717439,2134,2429,1.138238051,0.000937359,0.000956937,0.001676725,0.00010812,0.000166294,4.07E-05,-0.289350497
590,590,440,498,1.131818182,0.000161521,0.000126927,0.001256189,572,599,1.047202797,0.000251251,0.000235984,0.001542622,-8.97E-05,-0.000109057,-0.000286433,0.09206928
591,591,3409,5770,1.692578469,0.001251417,0.001470626,0.001878568,2593,3060,1.18010027,0.001138974,0.001205528,0.001738392,0.000112443,0.000265097,0.000140177,-0.306908267
592,592,2652,3835,1.446078431,0.000973528,0.000977444,0.001604982,2231,2550,1.142985208,0.000979966,0.001004607,0.001683718,-6.44E-06,-2.72E-05,-7.87E-05,-0.201252937
593,593,201,271,1.348258706,7.38E-05,6.91E-05,0.001496413,104,109,1.048076923,4.57E-05,4.29E-05,0.00154391,2.81E-05,2.61E-05,-4.75E-05,-0.426315789
594,594,1533,2535,1.653620352,0.000562752,0.000646107,0.001835329,984,1084,1.101626016,0.000432222,0.000427056,0.001622792,0.000130531,0.00021905,0.000212537,-0.400939486
595,595,3204,5008,1.563046192,0.001176163,0.001276411,0.001734802,1614,1831,1.134448575,0.000708949,0.000721347,0.001671143,0.000467214,0.000555064,6.37E-05,-0.4645416
596,596,1363,1746,1.280997799,0.000500347,0.000445011,0.001421761,1180,1304,1.105084746,0.000518315,0.000513728,0.001627887,-1.80E-05,-6.87E-05,-0.000206126,-0.144918033
597,597,526,1488,2.828897338,0.00019309,0.000379253,0.003139752,383,431,1.125326371,0.000168233,0.000169798,0.001657705,2.49E-05,0.000209455,0.001482047,-0.550807712
598,598,1388,1874,1.350144092,0.000509524,0.000477635,0.001498505,1138,1223,1.074692443,0.000499866,0.000481817,0.001583117,9.66E-06,-4.18E-06,-8.46E-05,-0.210203423
599,599,811,1050,1.294697904,0.000297712,0.000267618,0.001436967,601,635,1.056572379,0.000263989,0.000250167,0.001556424,3.37E-05,1.75E-05,-0.000119458,-0.246290801
