,category,coordinates,id,lat,lng,name,price_level,rating,review_count
166,galleries,POINT (-0.117926998940519 51.5300707147426),OiuupidUf8EdnLwkNRtijA,51.5300707147426,-0.117926998940519,Gagosian,4,4.0,10
167,galleries,POINT (-0.137252 51.507622),atZqIV8UqkdByMJv-h-B2A,51.507622,-0.137252,White Cube,4,4.0,7
168,galleries,POINT (-0.1483949 51.5241203),KOBgNUY5RuLDax_cgzUgZA,51.5241203,-0.1483949,Frieze Art Fair,4,4.0,6
169,galleries,POINT (-0.143826544041417 51.5114940383216),lUSve4UWKtenJS-jhwFFVQ,51.5114940383216,-0.143826544041417,Halcyon Gallery,4,3.5,5
170,galleries,POINT (-0.1436799 51.5117362),qpBqaUmHv5J5rD-c2QaKiw,51.5117362,-0.1436799,Sothebys,4,4.0,4
171,galleries,POINT (-0.146300002932549 51.513729095459),TWcyLO7F1Nhmz_jyzDQAuw,51.513729095459,-0.146300002932549,Bonhams,4,4.0,4
172,galleries,POINT (-0.077185 51.529656),dEcW-mn1lsp3hwAIABsHtw,51.529656,-0.077185,Flowers Gallery,4,4.5,3
173,galleries,POINT (-0.132057 51.509221),1Y71fUJ494CPzUqrMrHkyw,51.509221,-0.132057,Dover Street Market,4,1.5,3
174,galleries,POINT (-0.2464218 51.4712903),qCqZzlW-2r4NDTDpZvMFNQ,51.4712903,-0.2464218,Hamshere Gallery,4,1.5,3
175,galleries,POINT (-0.141063 51.511908),rLR-a_gufURt0QoQrVOn_g,51.511908,-0.141063,Hauser & Wirth,4,5.0,3
176,galleries,POINT (-0.1443703 51.5119612),wpnhn4a6CG_eEPCjGXQpNg,51.5119612,-0.1443703,Opera Gallery London,4,4.0,2
177,galleries,POINT (-0.1372317 51.5109711),iKXDkSvIgIpEEDVk-yf0yw,51.5109711,-0.1372317,Marian Goodman,4,5.0,2
178,galleries,POINT (-0.0823466856750201 51.5016281316551),x8RJs1IyMRb_jhvydOtXfQ,51.5016281316551,-0.0823466856750201,London Glassblowing Studio and Gallery,4,4.5,2
179,galleries,POINT (-0.143205 51.5137291),2fGIObPWgx5ocgi7mKEZQQ,51.5137291,-0.143205,Blain Southern,4,3.0,2
180,galleries,POINT (-0.147294 51.513863),4uvA7d1tsSBT3dzs3pjT0A,51.513863,-0.147294,Hanina Fine Arts,4,4.0,1
181,galleries,POINT (-0.1332548 51.5169912),tfITS2uaBcLlmnALvUqdZQ,51.5169912,-0.1332548,Lazarides,4,4.0,1
182,galleries,POINT (-0.1461345 51.5136189),PkFI0chE1euBeAhbqjsWdg,51.5136189,-0.1461345,Christies Mayfair,4,4.0,1
